Mob,Mod,Chance
,,
Taro Engineer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Orm Zerca,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Orm Vambac,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Orm Numon,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Orm Ranger Crewman,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Orm Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,North Wind,Uncommon (11.06%)
,Smite Grineer,Uncommon (11.06%)
,Energy Channel,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Orm Disc Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Enhanced Vitality,Common (38.72%)
,Thief's Wit,Common (38.72%)
,Pathogen Rounds,Rare (7.52%)
,Shotgun Savvy,Rare (7.52%)
,Swirling Tiger,Rare (7.52%)
,,
Orm Elite Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Fury,Rare (5.53%)
,No Return,Rare (5.53%)
,Infected Clip,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Jagged Edge,Legendary (0.67%)
,Gnashing Payara,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Orm Stropha Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Chilling Grasp,Uncommon (11.06%)
,Shotgun Savvy,Uncommon (11.06%)
,Guardian Derision,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Orm Nullifier Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Assault Mode,Very Common (75.88%)
,Incendiary Coat,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Combustion Beam,Legendary (0.50%)
,Ravage,Legendary (0.50%)
,Stalking Fan,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Orm Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Orm Shield Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Orm Detron Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Orm Pilot,Mod Drop Chance: 4.00%,Mod Drop Chance: 4.00%
,Combustion Beam,Uncommon (25.00%)
,Gaia's Tragedy,Uncommon (25.00%)
,Vulpine Mask,Uncommon (25.00%)
,80 Endo,Uncommon (25.00%)
,,
Orm Railgun Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Common (38.72%)
,15 Endo,Common (38.72%)
,Charged Chamber,Uncommon (11.28%)
,50 Endo,Uncommon (11.28%)
,,
Orm Shockwave Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Piercing Hit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Cryo Rounds,Uncommon (11.06%)
,Stretch,Uncommon (11.06%)
,Pointed Wind,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Orm Tech,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Orm Engineer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Taro Secura Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Axio Zerca,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Axio Vambac,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Axio Numon,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Axio Ranger Crewman,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Axio Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,North Wind,Uncommon (11.06%)
,Smite Grineer,Uncommon (11.06%)
,Energy Channel,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Axio Disc Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Enhanced Vitality,Common (38.72%)
,Thief's Wit,Common (38.72%)
,Pathogen Rounds,Rare (7.52%)
,Shotgun Savvy,Rare (7.52%)
,Swirling Tiger,Rare (7.52%)
,,
Axio Elite Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Fury,Rare (5.53%)
,No Return,Rare (5.53%)
,Infected Clip,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Jagged Edge,Legendary (0.67%)
,Gnashing Payara,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Axio Stropha Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Chilling Grasp,Uncommon (11.06%)
,Shotgun Savvy,Uncommon (11.06%)
,Guardian Derision,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Axio Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Axio Shield Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Axio Detron Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Axio Pilot,Mod Drop Chance: 4.00%,Mod Drop Chance: 4.00%
,Combustion Beam,Uncommon (25.00%)
,Gaia's Tragedy,Uncommon (25.00%)
,Vulpine Mask,Uncommon (25.00%)
,80 Endo,Uncommon (25.00%)
,,
Axio Railgun Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Common (38.72%)
,15 Endo,Common (38.72%)
,Charged Chamber,Uncommon (11.28%)
,50 Endo,Uncommon (11.28%)
,,
Axio Shockwave Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Piercing Hit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Cryo Rounds,Uncommon (11.06%)
,Stretch,Uncommon (11.06%)
,Pointed Wind,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Axio Tech,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Axio Engineer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Vorac Zerca,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Vorac Vambac,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Vorac Numon,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Vorac Ranger Crewman,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Melee Prowess,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Shredder,Uncommon (25.29%)
,Concussion Rounds,Rare (4.42%)
,Infected Clip,Rare (4.42%)
,Charged Shell,Rare (4.42%)
,Incendiary Coat,Rare (4.42%)
,Cleanse Grineer,Rare (4.42%)
,Combustion Beam,Legendary (0.67%)
,Ravage,Legendary (0.67%)
,Handspring,Legendary (0.67%)
,,
Vorac Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,North Wind,Uncommon (11.06%)
,Smite Grineer,Uncommon (11.06%)
,Energy Channel,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Vorac Disc Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Enhanced Vitality,Common (38.72%)
,Thief's Wit,Common (38.72%)
,Pathogen Rounds,Rare (7.52%)
,Shotgun Savvy,Rare (7.52%)
,Swirling Tiger,Rare (7.52%)
,,
Vorac Elite Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Fury,Rare (5.53%)
,No Return,Rare (5.53%)
,Infected Clip,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Jagged Edge,Legendary (0.67%)
,Gnashing Payara,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Vorac Stropha Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pistol Gambit,Common (37.94%)
,Metal Fiber,Common (37.94%)
,Chilling Grasp,Uncommon (11.06%)
,Shotgun Savvy,Uncommon (11.06%)
,Guardian Derision,Legendary (0.50%)
,Vital Sense,Legendary (0.50%)
,Rapid Resilience,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Vorac Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Vorac Shield Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Vorac Detron Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Vorac Pilot,Mod Drop Chance: 4.00%,Mod Drop Chance: 4.00%
,Combustion Beam,Uncommon (25.00%)
,Gaia's Tragedy,Uncommon (25.00%)
,Vulpine Mask,Uncommon (25.00%)
,80 Endo,Uncommon (25.00%)
,,
Vorac Railgun Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Common (38.72%)
,15 Endo,Common (38.72%)
,Charged Chamber,Uncommon (11.28%)
,50 Endo,Uncommon (11.28%)
,,
Vorac Shockwave Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Piercing Hit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Cryo Rounds,Uncommon (11.06%)
,Stretch,Uncommon (11.06%)
,Pointed Wind,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Vorac Tech,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Vorac Engineer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ammo Drum,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,No Return,Uncommon (22.11%)
,Barrel Diffusion,Legendary (0.67%)
,Reaping Spiral,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Tamm,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Scavenge,Uncommon (25.29%)
,Loyal Companion,Uncommon (25.29%)
,Pack Leader,Uncommon (25.29%)
,Shelter,Rare (3.69%)
,Link Fiber,Rare (3.69%)
,Link Vitality,Rare (3.69%)
,Link Redirection,Rare (3.69%)
,Maul,Rare (3.69%)
,Hastened Deflection,Rare (3.69%)
,Hunt,Legendary (0.22%)
,Stalk,Legendary (0.22%)
,Dig,Legendary (0.22%)
,Howl,Legendary (0.22%)
,Protect,Legendary (0.22%)
,Unleashed,Legendary (0.22%)
,Savagery,Legendary (0.22%)
,Bite,Legendary (0.22%)
,Ferocity,Legendary (0.22%)
,,
Tusk Thumper Doma,Mod Drop Chance: 15.00%,Mod Drop Chance: 15.00%
,Kinetic Diversion,Uncommon (12.50%)
,Augur Seeker,Uncommon (12.50%)
,Augur Secrets,Uncommon (12.50%)
,Gladiator Vice,Uncommon (12.50%)
,Gladiator Finesse,Uncommon (12.50%)
,Vigilante Offense,Uncommon (12.50%)
,Vigilante Supplies,Uncommon (12.50%)
,Spring-Loaded Blade,Uncommon (12.50%)
,,
Tusk Thumper Bull,Mod Drop Chance: 15.00%,Mod Drop Chance: 15.00%
,Target Acquired,Uncommon (12.50%)
,Augur Seeker,Uncommon (12.50%)
,Augur Secrets,Uncommon (12.50%)
,Gladiator Vice,Uncommon (12.50%)
,Gladiator Finesse,Uncommon (12.50%)
,Vigilante Offense,Uncommon (12.50%)
,Vigilante Supplies,Uncommon (12.50%)
,Stinging Thorn,Uncommon (12.50%)
,,
Tusk Thumper,Mod Drop Chance: 15.00%,Mod Drop Chance: 15.00%
,Target Acquired,Uncommon (12.50%)
,Augur Seeker,Uncommon (12.50%)
,Augur Secrets,Uncommon (12.50%)
,Gladiator Vice,Uncommon (12.50%)
,Gladiator Finesse,Uncommon (12.50%)
,Vigilante Offense,Uncommon (12.50%)
,Vigilante Supplies,Uncommon (12.50%)
,Stinging Thorn,Uncommon (12.50%)
,,
Leaping Thrasher,Mod Drop Chance: 4.50%,Mod Drop Chance: 4.50%
,Lasting Sting,Uncommon (25.29%)
,Perpetual Agony,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fetch,Rare (7.37%)
,Volatile Quick Return,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Condition Overload,Legendary (0.50%)
,Volatile Rebound,Legendary (0.50%)
,Defiled Snapdragon,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Zealot Proselytizer,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Convulsion,Uncommon (22.92%)
,Heated Charge,Uncommon (22.92%)
,Deep Freeze,Uncommon (22.92%)
,Pathogen Rounds,Uncommon (22.92%)
,Target Acquired,Rare (8.33%)
,,
Zealot Herald,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Convulsion,Uncommon (22.92%)
,Heated Charge,Uncommon (22.92%)
,Deep Freeze,Uncommon (22.92%)
,Pathogen Rounds,Uncommon (22.92%)
,Target Acquired,Rare (8.33%)
,,
Zealot Baptizer,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Convulsion,Uncommon (22.92%)
,Heated Charge,Uncommon (22.92%)
,Deep Freeze,Uncommon (22.92%)
,Pathogen Rounds,Uncommon (22.92%)
,Target Acquired,Rare (8.33%)
,,
Brachiolyst Disperser,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Air Recon,Uncommon (30.56%)
,Overview,Uncommon (30.56%)
,Broad Eye,Uncommon (30.56%)
,Strafing Slide,Ultra Rare (1.67%)
,Eject Magazine,Ultra Rare (1.67%)
,Gun Glide,Ultra Rare (1.67%)
,Tactical Reload,Ultra Rare (1.67%)
,Lock And Load,Ultra Rare (1.67%)
,,
Ved Xol,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Nako Xol,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Pelna Cade,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Lockjaw & Sol,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Jad Teran,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Azoth,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Raptor Rx,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Auditor,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Jen Dro,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Derim Zahn,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
M-W.A.M.,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Tia Mayn,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Armis Ulta,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
,Kinetic Ricochet,Uncommon (12.50%)
,Medi-Pet Kit,Uncommon (12.50%)
,Pain Threshold,Uncommon (12.50%)
,,
Dru Pesfor,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Shield Charger,Uncommon (12.50%)
,Static Discharge,Uncommon (12.50%)
,Flux Overdrive,Uncommon (12.50%)
,Tether Grenades,Uncommon (12.50%)
,Thermagnetic Shells,Uncommon (12.50%)
